image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;  CRjpeg;  CRgif;FC;SE;NPO;  MIGh; MIGs; MIGv ;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
645;Star anise ;Asian;complex;Natural;Sweet;raw;Food;0.2567;4.6266;72.1236;0.1175;0.3034;0.9598;0.3942;0.0013;0.3460;0.1036;2.600;2.5220;0.2617;0.0537;0.1194;0.1311;0.6442;1546;26.9156;0.5250;0.3103;0.1647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
646;Longan ;Asian;complex;Natural;Sweet;raw;Food;0.4263;4.9725;67.1382;0.0576;0.2803;0.9757;0.4370;0.0012;0.3310;0.1023;2.706;2.0112;0.2200;0.0438;0.0785;0.1048;0.3717;805;33.3460;0.4665;0.3406;0.1928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
647;Longan ;Asian;20;Natural;Sweet;raw;Food;0.2007;4.5891;66.0375;0.0394;0.3412;0.9855;0.4206;0.0012;0.2753;0.0911;2.533;2.0536;0.2850;0.0431;0.0415;0.0806;0.2628;673;22.4236;0.4803;0.3370;0.1827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
648;Seeds of watermelon (soy sause flavored);Asian;complex;Natural;Savory;raw;Food;0.1648;4.6235;69.8128;0.0883;0.3417;0.9783;0.4270;0.0012;0.2909;0.0972;2.596;2.6317;0.2183;0.0608;0.0690;0.1031;0.3757;723;11.9289;0.4628;0.3201;0.2171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649;Seeds of watermelon (soy sause flavored);Asian;complex;Natural;Savory;raw;Food;0.3053;4.7738;70.7403;0.1021;0.2897;0.9647;0.4050;0.0012;0.3454;0.1134;2.655;2.5776;0.2583;0.0759;0.1185;0.1311;0.5757;1501;23.9773;0.4493;0.3258;0.2249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;Candied tamarind;Asian;5;Transformed;Sweet;;Food;0.1157;4.6431;70.0206;0.0660;0.3457;0.9783;0.3991;0.0012;0.2914;0.0897;2.329;2.2132;0.2900;0.0559;0.0575;0.0874;0.4682;2983;40.7708;0.5863;0.3426;0.0711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
651;Candied tamarind;Asian;3;Transformed;Sweet;;Food;0.0724;4.3486;67.1850;0.0394;0.3976;0.9883;0.3976;0.0013;0.2387;0.0783;2.367;1.9379;0.1750;0.0430;0.0305;0.0401;0.2073;767;8.5916;0.5275;0.2831;0.1894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
652;Date palm;Asian;complex;Transformed;Sweet;;Food;0.3375;4.6118;69.1336;0.0784;0.2799;0.9682;0.4225;0.0013;0.3333;0.0978;2.622;2.2281;0.4100;0.0418;0.1210;0.1183;0.5464;1979;32.6316;0.5144;0.2996;0.1860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
653;Flavored gluten meat;Asian;7;Transformed;Savory;;Food;0.2286;4.6148;67.6534;0.0469;0.3337;0.9795;0.4195;0.0012;0.2918;0.0948;2.622;2.0339;0.1500;0.0362;0.0486;0.0970;0.3518;1593;48.4331;0.6271;0.3097;0.0632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
654;Flavored gluten meat;Asian;7;Transformed;Savory;;Food;0.3233;4.6448;68.7904;0.0612;0.3107;0.9731;0.4139;0.0012;0.3211;0.1036;2.694;2.2112;0.1017;0.0406;0.0660;0.1252;0.4415;1589;55.2670;0.6205;0.3097;0.0698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;Century egg;Asian;2;Natural;Savory;raw;Food;0.1065;4.3951;63.0107;0.0166;0.4043;0.9934;0.3484;0.0013;0.2260;0.0697;2.416;1.7110;0.1983;0.0325;0.0121;0.0515;0.1183;303;5.8692;0.3476;0.3425;0.3099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
656;Century egg;Asian;2;Transformed;Savory;;Food;0.0179;4.1564;65.6408;0.0224;0.3821;0.9929;0.3492;0.0013;0.2141;0.0666;2.141;1.7292;0.2200;0.0388;0.0192;0.0549;0.1291;314;3.7877;0.3553;0.3342;0.3105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
657;Century egg;Asian;5;Transformed;Savory;;Food;0.0906;4.2899;66.7970;0.0333;0.3632;0.9900;0.3427;0.0013;0.2334;0.0692;2.179;1.8307;0.2633;0.0476;0.0370;0.0625;0.1838;987;6.7433;0.3808;0.3481;0.2712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
658;Century egg;Asian;4;Transformed;Savory;;Food;0.0824;4.2559;66.2926;0.0363;0.3818;0.9902;0.3547;0.0013;0.2336;0.0770;2.249;1.8264;0.2667;0.0505;0.0241;0.0569;0.1905;1057;6.2863;0.3805;0.3479;0.2716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
659;Caper;Western;complex;Natural;Savory;raw;Food;0.0898;4.4322;68.1831;0.0545;0.3822;0.9849;0.4321;0.0012;0.2624;0.0866;2.515;2.3768;0.2117;0.0541;0.0393;0.0689;0.2978;700;9.9038;0.4706;0.3691;0.1604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
660;Caper;Western;complex;Natural;Savory;raw;Food;0.0764;4.1609;66.9408;0.0380;0.3938;0.9884;0.3950;0.0013;0.2339;0.0719;2.256;1.9476;0.1900;0.0470;0.0301;0.0721;0.2207;712;11.3729;0.4779;0.3766;0.1455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
661;Chicken feet;Asian;5;Transformed;Savory;;Food;0.2204;4.6466;68.2650;0.0509;0.3214;0.9798;0.3927;0.0013;0.2898;0.0867;2.494;2.0460;0.2467;0.0406;0.0745;0.0816;0.3531;1553;34.1307;0.5328;0.3344;0.1328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
662;Chocolate;Universal;5;Transformed;Sweet;;Food;0.1237;4.3060;65.8254;0.0287;0.3769;0.9889;0.3300;0.0013;0.2407;0.0716;2.322;1.8674;0.2283;0.0358;0.0378;0.0652;0.1721;493;9.5523;0.4632;0.3012;0.2357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
663;Chocolate;Universal;5;Transformed;Sweet;;Food;0.1451;4.4208;66.4526;0.0461;0.3722;0.9860;0.3843;0.0014;0.2489;0.0813;2.408;2.0313;0.2067;0.0408;0.0383;0.0661;0.2234;436;8.9615;0.4594;0.3024;0.2382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
664;Burrito;Western;1;Transformed;Savory;;Food;0.2289;4.5898;63.9863;0.0253;0.3908;0.9891;0.3607;0.0013;0.2586;0.0768;2.578;1.8790;0.1833;0.0344;0.0287;0.0637;0.1940;916;20.3829;0.3873;0.3489;0.2638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
665;Burrito;Western;2;Transformed;Savory;;Food;0.1831;4.5589;65.0318;0.0306;0.3909;0.9871;0.4019;0.0012;0.2684;0.0812;2.549;1.9265;0.2367;0.0408;0.0403;0.0748;0.2482;1453;20.9392;0.4013;0.3468;0.2519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
666;Burrito;Western;2;Transformed;Savory;;Food;0.1613;4.5087;65.4476;0.0318;0.3893;0.9868;0.3780;0.0013;0.2634;0.0770;2.517;1.8956;0.2600;0.0466;0.0383;0.0800;0.2500;1642;21.1773;0.4097;0.3413;0.2490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
667;Chicken Enchiladas;Western;1;Transformed;Savory;;Food;0.2336;4.7256;69.9536;0.0647;0.3141;0.9760;0.3645;0.0012;0.3128;0.0881;2.472;2.1145;0.2783;0.0391;0.0771;0.1113;0.3928;3169;41.4112;0.5883;0.2605;0.1512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
668;Quinoa Salad;Western;1;Transformed;Savory;;Food;0.2050;4.4428;68.2152;0.0507;0.3590;0.9799;0.3398;0.0013;0.2840;0.0764;2.531;2.0542;0.2017;0.0485;0.0515;0.0998;0.3520;2908;30.0433;0.4499;0.3371;0.2130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
669;Pomegranate;Asian;1;Natural;Sweet;raw;Food;0.1989;4.3791;66.2816;0.0331;0.3387;0.9863;0.3895;0.0013;0.2589;0.0713;2.247;1.7643;0.2283;0.0470;0.0398;0.0828;0.2228;2140;41.5374;0.6204;0.1897;0.1899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
670;Pomegranate;Asian;2;Natural;Sweet;raw;Food;0.1879;4.8722;71.2931;0.1018;0.3106;0.9692;0.3375;0.0012;0.3326;0.0983;2.517;2.5102;0.3300;0.0662;0.0898;0.1267;0.5553;3498;39.8057;0.5013;0.2699;0.2288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
671;Pomegranate;Asian;3;Natural;Sweet;raw;Food;0.2126;4.8440;70.2218;0.0977;0.3097;0.9682;0.3610;0.0012;0.3339;0.1044;2.539;2.4985;0.3567;0.0703;0.0918;0.1288;0.5911;3257;40.2996;0.5003;0.2731;0.2266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
672;Pomegranate;Asian;complex;Natural;Sweet;raw;Food;0.1746;4.9743;71.8011;0.1157;0.3023;0.9661;0.3706;0.0012;0.3422;0.1043;2.576;2.5935;0.3750;0.0772;0.0960;0.1228;0.6034;3508;42.5529;0.5365;0.2530;0.2105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
673;Chicory;Western;2;Natural;Savory;raw;Food;0.2539;4.7185;62.7196;0.0186;0.3907;0.9925;0.3510;0.0013;0.2387;0.0808;2.452;1.8155;0.2550;0.0364;0.0229;0.0538;0.1651;1168;30.9221;0.3838;0.3656;0.2506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
674;Chicory;Western;5;Natural;Savory;raw;Food;0.2654;4.7736;62.8010;0.0227;0.3559;0.9905;0.3831;0.0012;0.2524;0.0866;2.488;1.8969;0.2450;0.0393;0.0289;0.0537;0.2204;926;34.2016;0.3811;0.3692;0.2497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
675;Chicory;Western;3;Natural;Savory;raw;Food;0.2015;4.6497;62.3791;0.0187;0.3620;0.9924;0.3867;0.0012;0.2355;0.0847;2.428;1.7722;0.1917;0.0404;0.0174;0.0434;0.1678;742;25.6121;0.3689;0.3590;0.2722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
676;Kohlrabi;Western;1;Natural;Savory;raw;Food;0.3301;5.0563;65.5230;0.0426;0.3130;0.9824;0.3933;0.0012;0.2969;0.0961;2.580;1.9630;0.3017;0.0307;0.0780;0.0901;0.3371;1286;31.9142;0.3895;0.4237;0.1868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677;Kohlrabi;Western;5;Natural;Savory;raw;Food;0.2615;4.5875;62.6788;0.0202;0.4197;0.9916;0.3359;0.0013;0.2435;0.0821;2.502;1.8601;0.2167;0.0282;0.0306;0.0582;0.1949;839;37.5261;0.3993;0.4012;0.1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
678;Kohlrabi;Western;3;Natural;Savory;raw;Food;0.2780;4.5178;62.8486;0.0191;0.4106;0.9922;0.3687;0.0012;0.2427;0.0834;2.510;1.8761;0.2083;0.0389;0.0304;0.0526;0.2046;804;35.8903;0.3915;0.3926;0.2158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
679;Indian potato snack (ALOO BHUJIA );Asian;complex;Transformed;Savory;;Food;0.4003;4.7992;69.3468;0.0815;0.2958;0.9644;0.3802;0.0012;0.3578;0.1186;2.963;2.5992;0.0550;0.0806;0.0830;0.1522;0.7067;1508;69.4076;0.5670;0.3698;0.0632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
680;Indian potato snack (ALOO BHUJIA );Asian;complex;Transformed;Savory;;Food;0.2135;4.4805;68.3687;0.0586;0.3459;0.9765;0.3930;0.0012;0.2889;0.0923;2.620;2.1671;0.0950;0.0581;0.0438;0.1079;0.4564;1301;51.6533;0.5723;0.3661;0.0615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
681;Tarallini;Western;complex;Transformed;Savory;;Food;0.3131;4.6926;66.5533;0.0499;0.3383;0.9784;0.3571;0.0012;0.3175;0.0967;2.803;2.2234;0.2750;0.0490;0.0710;0.0921;0.4054;1366;53.6202;0.5022;0.3773;0.1204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
682;Sugar Coating Fennel;Asian;complex;Transformed;Savory;;Food;0.3352;4.8376;73.4248;0.1498;0.3377;0.9523;0.3672;0.0012;0.3643;0.1093;2.764;3.2868;0.2000;0.0659;0.1142;0.1709;0.9619;3304;45.0813;0.4422;0.3762;0.1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
683;Breadstick;Western;7;Transformed;Savory;;Food;0.2848;4.6350;64.7802;0.0316;0.3898;0.9864;0.3715;0.0013;0.2835;0.0838;2.700;2.1801;0.1683;0.0501;0.0478;0.0821;0.2781;918;36.9609;0.4382;0.3595;0.2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
684;Pumpernickel;Western;1;Transformed;Sweet;;Food;0.3272;4.5489;70.1492;0.0774;0.3086;0.9666;0.3277;0.0013;0.3273;0.0964;2.572;1.8991;0.0633;0.0311;0.1049;0.1256;0.4728;980;24.1177;0.4940;0.3142;0.1918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
685;Pumpernickel;Western;2;Transformed;Sweet;;Food;0.3172;4.4160;68.8585;0.0610;0.3102;0.9738;0.3575;0.0013;0.3097;0.0861;2.553;1.9137;0.0933;0.0326;0.0884;0.1080;0.4072;1062;26.9241;0.5067;0.3174;0.1759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
686;Green Bean Porridge;Asian;complex;Transformed;Savory;;Food;0.4736;4.8027;61.4890;0.0266;0.3308;0.9878;0.3287;0.0013;0.2692;0.0863;2.583;1.7442;0.1833;0.0515;0.0384;0.0738;0.2261;797;33.8770;0.3806;0.3388;0.2805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
687;Green Bean Porridge;Asian;complex;Transformed;Savory;;Food;0.4356;4.9743;66.5315;0.0421;0.3266;0.9821;0.3713;0.0012;0.2874;0.0941;2.559;1.9119;0.2717;0.0583;0.0524;0.0940;0.3213;1374;30.2686;0.3743;0.3376;0.2881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
688;Pickled Artichoke;Asian;13;Transformed;Savory;;Food;0.2633;4.6314;67.1268;0.0423;0.3498;0.9824;0.4212;0.0012;0.2892;0.0938;2.562;2.0780;0.2767;0.0336;0.0580;0.0901;0.3249;1350;37.3689;0.4530;0.3731;0.1739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
689;Pickled Artichoke;Asian;13;Transformed;Savory;;Food;0.3122;4.8008;68.0802;0.0565;0.3415;0.9768;0.4433;0.0012;0.3241;0.1022;2.665;2.3378;0.2567;0.0498;0.0746;0.1002;0.4595;1535;38.9925;0.4436;0.3722;0.1843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690;Eggplant in oil;Asian;3;Transformed;Savory;;Food;0.2059;4.4367;70.8373;0.0647;0.3325;0.9805;0.3752;0.0013;0.2774;0.0818;2.300;2.0259;0.2683;0.0414;0.0703;0.0750;0.3265;1309;21.5995;0.4825;0.3294;0.1881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691;Eggplant in oil;Asian;2;Transformed;Savory;;Food;0.1896;4.4448;69.5990;0.0523;0.3361;0.9837;0.3202;0.0013;0.2684;0.0813;2.279;2.0082;0.2250;0.0441;0.0611;0.0721;0.2817;1318;21.1616;0.4854;0.3320;0.1826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
692;Chickpeas;Universal;complex;Transformed;Savory;;Food;0.3061;4.7473;66.7441;0.0481;0.3098;0.9801;0.3848;0.0012;0.3097;0.0990;2.730;2.2533;0.2417;0.0616;0.0678;0.0991;0.4238;1319;43.9051;0.4991;0.3633;0.1376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693;Chinese style pickles Seaweed;Asian;complex;Transformed;Savory;;Food;0.3459;4.7891;72.8967;0.1298;0.2904;0.9603;0.4053;0.0012;0.3551;0.1140;2.601;2.7331;0.3533;0.0857;0.1493;0.1237;0.6907;2145;23.2062;0.4714;0.3461;0.1826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
694;Bean Porridge;Asian;complex;Transformed;Savory;;Food;0.4917;5.0324;63.3442;0.0316;0.3154;0.9860;0.4081;0.0013;0.2742;0.0919;2.541;1.8617;0.2150;0.0391;0.0392;0.0690;0.2371;1132;30.5461;0.3926;0.3296;0.2778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
695;Boiled Beats;Western;9;Transformed;Savory;;Food;0.3177;4.3678;64.0974;0.0319;0.3216;0.9884;0.3646;0.0013;0.2365;0.0721;2.320;1.9953;0.1617;0.0446;0.0273;0.0473;0.2302;1262;37.1337;0.8135;0.0697;0.1168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
696;Boiled Beats;Western;complex;Transformed;Savory;;Food;0.3849;4.2458;65.8554;0.0339;0.3031;0.9862;0.3651;0.0013;0.2561;0.0712;2.213;1.8510;0.2267;0.0358;0.0460;0.0611;0.2383;1496;61.1011;0.7315;0.1151;0.1534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
697;Borscht;Western;complex;Transformed;Savory;;Food;0.3126;5.0151;65.4558;0.0367;0.3184;0.9839;0.4188;0.0012;0.2735;0.0891;2.469;1.8931;0.2083;0.0446;0.0359;0.0735;0.2722;2116;49.8446;0.4354;0.3145;0.2501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
698;Pork with Beans;Western;complex;Transformed;Savory;;Food;0.3429;4.9939;68.0910;0.0482;0.3292;0.9815;0.3738;0.0012;0.2817;0.0927;2.467;1.9335;0.2217;0.0336;0.0434;0.0902;0.3042;1759;41.5941;0.4072;0.3195;0.2733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
699;Tortilla;Western;2;Transformed;Savory;;Food;0.3531;4.6825;63.9418;0.0327;0.3951;0.9853;0.4190;0.0012;0.2909;0.1001;2.690;1.9908;0.1833;0.0432;0.0461;0.0656;0.2651;750;28.3393;0.3933;0.3500;0.2566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
700;Tortilla wrap;Western;2;Transformed;Savory;;Food;0.1835;4.7637;68.6607;0.0508;0.3254;0.9814;0.4196;0.0013;0.2928;0.0853;2.415;2.1083;0.2600;0.0342;0.0562;0.1014;0.3310;2100;41.7666;0.4797;0.3174;0.2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
701;Tortilla wrap;Western;2;Transformed;Savory;;Food;0.1728;4.6985;69.2380;0.0607;0.3231;0.9785;0.3710;0.0013;0.3019;0.0881;2.380;2.0883;0.2817;0.0379;0.0586;0.0853;0.3608;2068;40.4558;0.4823;0.3153;0.2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
702;Szechuan pickles;Asian;3;Transformed;Savory;;Food;0.1773;4.1565;67.6231;0.0408;0.3492;0.9840;0.3728;0.0013;0.2567;0.0744;2.312;1.8148;0.2667;0.0368;0.0497;0.0597;0.2570;1218;22.8951;0.5229;0.3225;0.1545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
703;Szechuan pickles;Asian;7;Transformed;Savory;;Food;0.2463;4.4942;66.1022;0.0345;0.3231;0.9856;0.3773;0.0013;0.2639;0.0794;2.431;1.8538;0.2767;0.0418;0.0562;0.0797;0.2610;1523;30.9958;0.5274;0.3360;0.1367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
704;Okura curry;Asian;complex;Transformed;Savory;;Food;0.3286;5.0017;69.5815;0.0590;0.3220;0.9783;0.3619;0.0012;0.2957;0.0916;2.419;1.9538;0.1617;0.0425;0.0562;0.0973;0.3634;1736;35.6092;0.3962;0.3313;0.2725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
705;Popeye and Cheese curry;Asian;complex;Transformed;Savory;;Food;0.3152;5.0925;69.7284;0.0643;0.3233;0.9749;0.3976;0.0012;0.3159;0.0982;2.568;2.0284;0.2083;0.0507;0.0835;0.1026;0.4035;1547;30.7411;0.3836;0.3511;0.2653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706;Yogurt curry;Asian;complex;Transformed;Savory;;Food;0.5374;4.9985;62.1879;0.0221;0.4172;0.9903;0.3899;0.0013;0.2657;0.0885;2.521;1.8570;0.1983;0.0400;0.0352;0.0529;0.2239;1356;67.3874;0.4194;0.3790;0.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
707;Gnocchi;Western;complex;Transformed;Savory;;Food;0.2647;4.5032;64.3453;0.0272;0.3675;0.9887;0.3188;0.0012;0.2613;0.0773;2.533;1.8820;0.2267;0.0360;0.0372;0.0597;0.2224;1154;33.1836;0.4339;0.3651;0.2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
708;Gnocchi;Western;complex;Transformed;Savory;;Food;0.2749;4.6978;64.8279;0.0322;0.3634;0.9865;0.4020;0.0012;0.2820;0.0881;2.683;2.0819;0.2550;0.0535;0.0465;0.0763;0.2922;1265;35.3722;0.4389;0.3677;0.1935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
709;Frozen croquette (Japanese style);Asian;4;Transformed;Savory;;Food;0.1565;4.5366;66.7682;0.0429;0.3856;0.9816;0.3691;0.0013;0.2651;0.0810;2.469;2.0087;0.1567;0.0384;0.0348;0.0737;0.2742;1197;20.6494;0.3946;0.3500;0.2554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710;Frozen croquette (Japanese style);Asian;1;Transformed;Savory;;Food;0.0532;4.3330;64.2677;0.0191;0.4255;0.9926;0.3378;0.0013;0.2235;0.0742;2.199;1.8023;0.1933;0.0393;0.0127;0.0488;0.1528;976;13.0859;0.3956;0.3505;0.2539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
711;Locust boiled down in soy;Asian;complex;Transformed;Savory;;Food;0.0923;4.5510;71.8481;0.0935;0.3499;0.9766;0.3647;0.0013;0.2886;0.0814;2.261;2.3785;0.3017;0.0512;0.0832;0.0832;0.4066;1577;11.4167;0.4735;0.2964;0.2300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
712;Onion;Universal;1;Natural;Savory;raw;Food;0.1219;4.4438;63.5806;0.0192;0.3791;0.9923;0.3594;0.0013;0.2333;0.0697;2.357;1.7395;0.2067;0.0243;0.0175;0.0568;0.1450;900;25.3040;0.4867;0.3203;0.1929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
713;Potato;Universal;1;Natural;Savory;raw;Food;0.0833;4.3235;62.9724;0.0152;0.3949;0.9942;0.3331;0.0013;0.2196;0.0680;2.312;1.7091;0.2117;0.0293;0.0116;0.0510;0.1174;520;16.7882;0.4459;0.3636;0.1905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
714;Carrot;Universal;1;Natural;Savory;raw;Food;0.1434;4.3757;63.9630;0.0204;0.3663;0.9915;0.3688;0.0013;0.2330;0.0683;2.383;1.7969;0.2117;0.0293;0.0196;0.0523;0.1462;1245;46.1842;0.6428;0.2891;0.0681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
715;Vegetable set;Universal;3;Natural;Savory;raw;Food;0.3057;4.6821;63.8151;0.0277;0.3182;0.9881;0.3887;0.0013;0.2660;0.0752;2.513;1.8398;0.2633;0.0316;0.0366;0.0699;0.2065;1645;48.1887;0.5152;0.3270;0.1578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
716;Pumpkin;Universal;1;Natural;Savory;raw;Food;0.2372;4.7066;64.6259;0.0323;0.3454;0.9868;0.3750;0.0013;0.2670;0.0867;2.424;1.8746;0.2467;0.0352;0.0266;0.0710;0.2316;1888;66.7906;0.5661;0.3977;0.0362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
717;Pumpkin;Universal;1;Natural;Savory;raw;Food;0.1720;4.5596;66.1775;0.0369;0.3457;0.9843;0.3440;0.0013;0.2658;0.0818;2.459;1.7961;0.1833;0.0360;0.0513;0.0796;0.2604;1231;22.3294;0.4206;0.3849;0.1945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
718;Pumpkin;Universal;1;Natural;Savory;raw;Food;0.2447;4.6845;64.4387;0.0323;0.3489;0.9867;0.3448;0.0012;0.2669;0.0818;2.433;1.8749;0.2367;0.0300;0.0286;0.0700;0.2315;1886;68.1500;0.5643;0.3978;0.0379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
719;Red pepper;Universal;1;Natural;Savory;raw;Food;0.0103;4.1064;62.5509;0.0117;0.4314;0.9961;0.3688;0.0013;0.2014;0.0623;2.168;1.7124;0.1717;0.0377;0.0032;0.0345;0.0930;557;6.4287;0.6629;0.1782;0.1589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
720;Red pepper;Universal;13;Natural;Savory;raw;Food;0.1080;4.2754;67.1907;0.0430;0.3800;0.9871;0.3665;0.0013;0.2436;0.0730;2.309;2.0596;0.2283;0.0459;0.0333;0.0525;0.2410;1187;19.8439;0.6665;0.1792;0.1543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721;Red pepper;Universal;6;Natural;Savory;raw;Food;0.0602;4.1413;64.7247;0.0213;0.4020;0.9927;0.3765;0.0013;0.2183;0.0670;2.205;1.8760;0.2100;0.0430;0.0193;0.0343;0.1414;902;14.3959;0.6349;0.1888;0.1763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722;Dried shiitake mushrooms;Universal;9;Natural;Savory;raw;Food;0.1899;4.6337;70.7381;0.0812;0.3321;0.9691;0.3623;0.0013;0.3117;0.0890;2.569;2.0805;0.1417;0.0394;0.0832;0.1052;0.4330;1242;21.3108;0.4409;0.3368;0.2223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
723;Dried shiitake mushrooms;Universal;1;Natural;Savory;raw;Food;0.0308;4.1587;65.2152;0.0215;0.4158;0.9924;0.3348;0.0013;0.2174;0.0685;2.190;1.7274;0.1850;0.0316;0.0148;0.0560;0.1357;629;7.0891;0.4527;0.3200;0.2273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
724;Dried shiitake mushrooms;Universal;4;Natural;Savory;raw;Food;0.0866;4.4128;68.6177;0.0457;0.3781;0.9832;0.3896;0.0012;0.2693;0.0771;2.379;1.9222;0.2250;0.0396;0.0403;0.0601;0.2599;1084;14.8143;0.4478;0.3380;0.2142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
