image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;  CRjpeg;  CRgif;FC;SE;NPO;  MIGh; MIGs; MIGv ;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
173;Pizza parts;Universal;4;Transformed;Savory;;Food;0.3849;4.8813;68.0469;0.0600;0.3418;0.9737;0.4524;0.0010;0.3557;0.1037;2.931;2.2380;0.3083;0.0551;0.0862;0.1012;0.4776;2435;55.7977;0.4968;0.3481;0.1551;63.72;25.77;61.56;27.01;67.67;27.23;61.29;23;55.84;29.77;49.59;32.6;58.46;31.42;58.63;24.74;26.26;17.86;20.13;12.88;26.51;18.45;31.6;19.72;62.46;29.51;56.44;33.77;65.69;29.34;64.37;25.24
174;Pizza;Western;1;Transformed;Savory;Bitten;Food;0.1434;4.3845;66.3021;0.0342;0.3929;0.9858;0.4282;0.0010;0.2750;0.0777;2.550;1.8882;0.2617;0.0387;0.0374;0.0562;0.2615;2260;36.6886;0.5166;0.3357;0.1477;44.29;28.62;51.86;28.8;46.44;26.41;34.1;29.36;41.15;28.25;48.89;30.3;39.18;25.98;36.31;28.57;25.7;17.93;26.54;17.01;28.79;19.51;20.72;15.98;39.9;33.53;47.82;35.98;40.54;30.91;31.38;33.62
175;Carpaccio ;Western;Complex;Transformed;Savory;;Food;0.2790;4.9616;72.1367;0.1074;0.2939;0.9648;0.4570;0.0010;0.3856;0.1171;2.724;2.5189;0.2883;0.0581;0.1317;0.1588;0.6605;3450;40.2780;0.4848;0.3030;0.2122;38.2;27.01;29.3;25.39;34.24;25.14;50.63;26.54;38.25;27.86;28.97;28.39;36.3;25.26;48.97;27.1;44.98;22.26;45.9;18.96;40.97;23.53;48.25;23.79;31.84;30.09;24.33;26.8;25.55;28.28;45.38;31.03
176;Bread with sausage;Western;2;Transformed;Savory;;Food;0.3654;4.8725;66.8656;0.0525;0.3283;0.9768;0.4224;0.0011;0.3406;0.1096;2.923;2.2593;0.2500;0.0554;0.0785;0.1300;0.4388;1723;58.2437;0.5212;0.3628;0.1160;64.5;21.56;69.41;18.46;61.81;22.91;61.22;23.2;58.43;24.02;61.77;24.98;59.09;21.91;53.69;24.8;26.94;16.57;23.74;15.27;23.34;16.35;34.44;16.31;58.46;28.07;58.46;31.56;55;27.26;61.91;24.59
177;Bread with sausage, overlay;Western;1;Transformed;Savory;;Food;0.1710;4.3562;65.5409;0.0342;0.3792;0.9858;0.4179;0.0010;0.2789;0.0840;2.554;1.9218;0.2100;0.0421;0.0397;0.0560;0.2723;1577;39.9447;0.5103;0.3613;0.1284;54.61;27.72;58.44;30.38;41.81;28.35;60.75;19.98;49.5;29.96;47.59;32.96;43.3;31.58;57.06;23.29;26.53;19.33;18.33;15.97;20.7;14.79;41.44;18.16;46.37;31.71;44.03;35.42;38.15;32.39;56.16;23.75
178;Meatball;Western;1;Transformed;Savory;;Food;0.0826;3.7397;66.6747;0.0297;0.4070;0.9891;0.4216;0.0011;0.2383;0.0632;2.306;1.7509;0.2083;0.0270;0.0275;0.0467;0.1791;939;16.8671;0.5568;0.2870;0.1562;33.64;24.26;25.63;23.08;40.28;26.59;33.57;20.1;30.86;25.5;25.5;24.42;31.74;28.62;35.43;21.84;30.28;19.35;23;19.13;30.21;17.99;38.13;18.8;29.8;27.52;20.22;23.9;37.23;30.66;30.37;24.38
179;Meatball, bitten;Western;1;Transformed;Savory;Bitten;Food;0.0754;4.0233;66.4043;0.0297;0.4060;0.9891;0.4405;0.0010;0.2528;0.0733;2.394;1.7821;0.1883;0.0318;0.0277;0.0942;0.1947;980;16.3418;0.5147;0.3108;0.1745;36.28;24.44;32.5;21.77;44.73;27.31;28.79;19.85;33.45;24.26;26.22;17.98;36.58;27.51;37.1;24.53;32.54;18.74;26.03;17.19;39.1;19.44;30.69;16.96;30.49;26.63;26.28;25.53;36.15;29.3;27.31;23.22
180;Sauerkraut;Western;Complex;Transformed;Savory;;Food;0.4093;4.6784;65.6809;0.0359;0.4365;0.9845;0.3866;0.0010;0.3161;0.1118;2.877;2.0908;0.2167;0.0349;0.0571;0.0847;0.3257;865;35.4606;0.4030;0.3617;0.2353;32.03;23.29;34.14;29.66;35.41;21.36;25.65;18.09;28.03;22.88;25.86;27.24;30.78;22.6;26.35;18.99;48.81;23.23;53.5;25.37;46.93;22.18;47.06;22.74;27.1;24.99;33.82;29.3;27.02;26.46;21.13;16.58
181;Sauerkraut with meatball;Western;Complex;Transformed;Savory;;Food;0.3421;4.6846;66.9785;0.0457;0.4094;0.9817;0.4216;0.0010;0.3187;0.1004;2.747;2.0587;0.2167;0.0361;0.0707;0.1063;0.3413;1381;31.3781;0.4056;0.3528;0.2416;37.11;21.17;34.83;23.77;44.33;21.42;32.71;16.02;31.15;20.72;29.31;23.52;32;22.27;32.39;15.74;37.77;20.12;34.6;20.81;41.77;20.8;37.48;18.57;29.07;23.5;25.71;24.32;35.87;25.06;26.29;20.09
182;Sauerkraut with meatball, different angle;Western;Complex;Transformed;Savory;;Food;0.3324;4.5015;67.6601;0.0490;0.4057;0.9808;0.4092;0.0010;0.2988;0.0924;2.667;1.9897;0.2083;0.0367;0.0637;0.0918;0.3243;1512;29.8477;0.3988;0.3472;0.2539;39.36;23.54;39.23;21.93;46.66;26.08;31.76;20.38;36.89;22.78;31.06;20.09;43.43;24.98;36.15;21.85;35.86;18.54;40.51;19.5;35.34;16.78;31.48;18.68;32.94;25.84;27.63;24.57;41.11;28.94;29.91;21.98
183;Apple;Universal;1;Natural;Sweet;Bitten;Food;0.0870;4.3682;64.5558;0.0252;0.3982;0.9904;0.4244;0.0010;0.2575;0.0769;2.386;1.7865;0.2467;0.0281;0.0242;0.0667;0.2018;2412;33.5108;0.5050;0.3468;0.1482;46.96;27.39;47.76;27.32;54.11;26.86;39.14;26.85;39.34;26.64;44.45;28.87;39.75;28.29;33.14;21.48;76.27;21.39;83.76;16.85;83.39;13.06;60.86;24.56;34.4;28.67;37.55;30.11;40.36;32.89;25.07;19.91
184;Strawberries;Universal;Complex;Natural;Sweet;Molded;Food;0.5830;5.0389;68.2118;0.0703;0.2810;0.9685;0.4926;0.0009;0.3803;0.1186;2.840;2.0900;0.3033;0.0533;0.0889;0.1309;0.4559;2250;20.4216;0.3816;0.3424;0.2760;4.17;10.32;2;2.6;1.82;3.22;9.03;17;20.49;33.15;12.86;25.8;14.53;31.53;35.18;37.9;9.94;20.83;9.76;20.82;4.38;12.48;15.88;26.06;3.29;7.84;1.41;1.42;1.29;1.45;7.45;12.93
185;Mixed olives and feta;Western;Complex;Transformed;Savory;Molded;Food;0.2108;4.6664;69.1695;0.0753;0.3224;0.9724;0.3870;0.0010;0.3384;0.1026;2.697;2.2289;0.3233;0.0731;0.1034;0.0990;0.4562;1502;25.5053;0.4422;0.3570;0.2008;31.32;26.66;29.59;26.81;39.54;31.19;26.65;21.12;31.11;27.93;25.12;26.46;38.64;33.89;32.12;23;46.58;23.46;51.44;23.73;49.89;23.32;38;21.45;25.09;27.41;20.49;28.1;35.5;32.38;22.06;19.47
186;Watermelon;Universal;1;Natural;Sweet;Raw;Food;0.3561;4.8407;66.1727;0.0412;0.3359;0.9818;0.4523;0.0011;0.3108;0.0933;2.692;1.8806;0.2217;0.0295;0.0541;0.0784;0.2980;2182;57.0954;0.5206;0.2896;0.1899;69.1;20.9;72.73;18.12;73.39;20.21;60.09;22.41;57.7;25.95;62.16;28.07;56.97;29.2;53.38;18.36;78.38;16.7;85.24;12.85;78.69;18.86;70.09;14.65;57.29;31.22;54.35;33.34;59.47;32.29;58.22;28.01
187;Watermelon parts;Universal;4;Natural;Sweet;Raw;Food;0.3804;4.8700;65.6697;0.0385;0.3425;0.9830;0.4552;0.0010;0.3128;0.0963;2.704;1.9503;0.2583;0.0316;0.0515;0.0834;0.3125;3051;58.2190;0.5025;0.2981;0.1994;72.18;23.92;72.81;22.88;79.41;21.24;64.91;25.9;60.59;26.96;62.95;26.45;66.14;28.25;52.84;25.38;80.82;16.81;88.16;9.55;83.66;13.75;69.75;20.24;63.97;29.96;63.41;30.03;73.14;29.98;56.31;28.44
188;Watermelon slices;Universal;4;Natural;Sweet;Raw;Food;0.4949;4.9542;66.0420;0.0425;0.3225;0.9809;0.4727;0.0010;0.3270;0.1003;2.831;1.9552;0.2383;0.0353;0.0655;0.0957;0.3214;3028;68.2171;0.5005;0.3020;0.1974;70.27;25.14;74.87;19.9;78.25;20.95;56.84;28.95;59.23;27.48;60.48;28.12;65.89;26.88;50.53;26;79.49;18.6;86.9;13.37;82.58;14.99;68.84;21.99;66.28;28.28;66.26;27.35;74.22;22.32;57.38;32.98
189;Melon + parts;Universal;Complex;Natural;Sweet;Very molded;Food;0.4598;4.9738;69.6451;0.0766;0.3138;0.9681;0.4417;0.0010;0.3743;0.1099;2.954;2.4354;0.3067;0.0773;0.1050;0.1432;0.5277;2249;42.4912;0.4455;0.3457;0.2088;9.49;14.31;12.18;20.42;10.09;11.49;5.97;7.15;15.36;22.56;17.91;26.53;9.62;11.86;18.94;26.11;20.64;22.97;28.18;26.74;22;22.39;11.13;15.29;7.55;15;10.3;21.11;6.94;12.82;5.29;7.53
190;Banana + parts;Universal;Complex;Natural;Sweet;Very molded;Food;0.3917;4.9855;70.5793;0.0967;0.3175;0.9610;0.4687;0.0009;0.3934;0.1149;2.918;2.6400;0.3617;0.0906;0.1150;0.1388;0.6144;1850;31.9504;0.4162;0.3448;0.2390;4.75;10.27;2.5;4.32;6.27;12.74;5.06;10.88;10.62;22.15;9.63;23.96;11.05;20.53;11;22.81;8.5;18.66;6.93;18.65;11.78;23.27;6.37;12.09;4.06;10.46;2.33;4.29;4.7;12.31;4.86;12.06
191;Carpaccio ;Western;Complex;Transformed;Savory;Molded;Food;0.2560;4.8123;69.7890;0.0846;0.3110;0.9674;0.4197;0.0011;0.3558;0.1036;2.757;2.3750;0.3733;0.0562;0.1065;0.1269;0.5327;2471;28.8347;0.4229;0.3633;0.2138;25.69;24.27;22.94;24.46;26.18;26.33;27.9;21.76;24.11;23.41;22.23;24.04;24.18;25.33;25.97;20.66;36.04;23.07;38.13;26.17;34.68;21.3;35.6;22.43;16.72;21.23;15.19;20.7;13.63;20.31;22.2;22.52
192;Mixed olives and feta;Western;Complex;Transformed;Savory;Molded;Food;0.1377;4.5769;69.7786;0.0835;0.3360;0.9723;0.3888;0.0010;0.3352;0.1023;2.631;2.3406;0.3183;0.0703;0.0975;0.1047;0.4572;1366;18.7239;0.4222;0.3496;0.2283;20.36;22.9;23.26;25.19;18.91;22.8;18.68;20.62;22.58;25.34;16.71;22.27;28.47;29.52;22.74;22.77;32.18;25.72;33.91;25.74;33.53;27.7;28.74;23.88;17.73;24.07;16.49;23.98;18.15;25.69;18.68;23.05
193;sesame grinding bowl;;1;;;;Nonfood;0.2194;4.7794;67.5497;0.0535;0.3539;0.9775;0.3812;0.0011;0.3209;0.0935;2.394;2.0945;0.1833;0.0594;0.0593;0.1182;0.3252;1643;31.7086;0.4411;0.3391;0.2198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;splittable wooden chopsticks;;2;;;;Nonfood;0.0700;4.1782;65.9800;0.0267;0.4289;0.9913;0.3962;0.0011;0.2475;0.0657;2.053;2.0628;0.1550;0.0582;0.0178;0.0642;0.1961;1533;11.1390;0.3353;0.3563;0.3084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;Japanese art chopsticks;;4;;;;Nonfood;0.0892;4.3493;66.0284;0.0357;0.3827;0.9865;0.3530;0.0011;0.2722;0.0762;2.465;1.9549;0.1850;0.0514;0.0522;0.0574;0.2574;1334;14.8815;0.5441;0.2564;0.1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;sushiroller;;1;;;;Nonfood;0.1629;4.5419;65.0086;0.0224;0.3869;0.9915;0.2423;0.0013;0.2524;0.0747;2.698;2.4519;0.2583;0.0572;0.0449;0.1045;0.1805;1354;27.1616;0.4232;0.3474;0.2294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;Pritt glue;;4;;;;Nonfood;0.1894;4.4948;68.7393;0.0558;0.3421;0.9819;0.4005;0.0010;0.2958;0.0793;2.209;2.2332;0.2867;0.0559;0.0541;0.0858;0.3879;4830;58.7518;0.5979;0.2334;0.1687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;Post-it's ;;3;;;;Non-food;0.1427;4.3017;63.9638;0.0176;0.4018;0.9934;0.3846;0.0011;0.2462;0.0665;2.405;1.8447;0.2117;0.0419;0.0180;0.0640;0.1805;2704;51.0583;0.4524;0.2872;0.2604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Big paperclips;;Complex;;;;Non-food;0.2683;4.6676;75.0213;0.1707;0.3232;0.9460;0.3721;0.0010;0.3931;0.1233;2.740;2.9014;0.1450;0.0807;0.0345;0.1929;0.6638;901;5.5881;0.3455;0.3349;0.3195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Small paperclips;;Complex;;;;Nonfood;0.0884;4.2990;69.6075;0.0649;0.3930;0.9781;0.2693;0.0010;0.3007;0.0712;2.249;2.6977;0.3183;0.0846;0.0554;0.1116;0.4916;7227;25.1946;0.3922;0.3251;0.2826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;Rubber bands;;Complex;;;;Nonfood;0.2802;4.8560;69.3034;0.0843;0.3171;0.9649;0.4736;0.0010;0.3769;0.1228;3.002;3.0987;0.2767;0.0949;0.1177;0.1547;0.7485;1348;39.7362;0.5067;0.3399;0.1534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Push pins;;Complex;;;;Nonfood;0.2551;4.7697;74.0867;0.1764;0.3312;0.9548;0.3763;0.0010;0.3755;0.1028;2.560;3.3946;0.3633;0.1055;0.1063;0.1530;0.8556;4508;28.2402;0.3850;0.3476;0.2674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Scissors ;;2;;;;Nonfood;0.0820;4.3843;66.4142;0.0295;0.3902;0.9890;0.3455;0.0011;0.2609;0.0826;2.391;2.1322;0.2317;0.0479;0.0268;0.0770;0.1974;1055;7.3030;0.3714;0.3367;0.2919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;Stanley knifes;;3;;;;Nonfood;0.1664;4.5186;66.4711;0.0367;0.3594;0.9861;0.4051;0.0011;0.2829;0.0726;2.539;2.2153;0.1983;0.0644;0.0548;0.0746;0.3097;4759;50.6284;0.4360;0.3016;0.2624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;Stapler;;1;;;;Nonfood;0.1623;4.2234;64.6190;0.0192;0.3720;0.9930;0.3704;0.0011;0.2306;0.0710;2.405;1.8801;0.2000;0.0344;0.0193;0.0451;0.1260;739;13.5726;0.2658;0.3464;0.3878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;Mixed highlighters;;4;;;;Nonfood;0.1187;4.4215;67.9310;0.0504;0.3673;0.9857;0.4309;0.0011;0.2802;0.0767;2.160;2.1103;0.2267;0.0507;0.0417;0.0840;0.3524;3798;39.7492;0.2687;0.4078;0.3235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;Blue highlighters, random arrangement;;5;;;;Nonfood;0.1816;4.6210;68.7079;0.0638;0.3664;0.9796;0.4161;0.0011;0.3018;0.0918;2.529;2.2048;0.2367;0.0486;0.0572;0.1117;0.3804;1965;36.3120;0.2116;0.3319;0.4565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;Blue highlighters, row arrangement;;5;;;;Nonfood;0.1617;4.4545;69.4135;0.0700;0.3817;0.9825;0.4030;0.0011;0.2781;0.0753;2.410;2.2040;0.2333;0.0480;0.0478;0.0988;0.3476;1602;35.6263;0.2085;0.3259;0.4656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;Green highlighters, random arrangement;;5;;;;Nonfood;0.1955;4.5078;65.8534;0.0381;0.3314;0.9862;0.4077;0.0011;0.2740;0.0860;2.382;2.0496;0.2383;0.0510;0.0389;0.0616;0.3439;1928;62.3677;0.1323;0.6033;0.2644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;Green highlighters, row arrangement;;5;;;;Nonfood;0.1482;4.4024;66.9532;0.0496;0.3471;0.9833;0.4601;0.0011;0.2716;0.0764;2.340;2.0587;0.2183;0.0447;0.0344;0.0550;0.3479;1496;52.3235;0.1555;0.5672;0.2774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;Yellow highlighters, random arrangement;;5;;;;Nonfood;0.1682;4.5068;68.7141;0.0620;0.3823;0.9847;0.4096;0.0011;0.2902;0.0916;2.240;2.2272;0.2450;0.0466;0.0555;0.0851;0.4096;1352;53.1693;0.4199;0.4624;0.1178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;Yellow highlighters, row arrangement;;5;;;;Nonfood;0.1514;4.3037;68.6634;0.0598;0.3841;0.9870;0.4543;0.0011;0.2718;0.0827;2.196;2.1539;0.2350;0.0428;0.0445;0.0757;0.3183;1111;49.8530;0.4173;0.4605;0.1222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;Purple highlighters, random arrangement;;5;;;;Nonfood;0.2468;4.3337;67.7553;0.0540;0.3259;0.9824;0.3451;0.0012;0.2885;0.0803;2.309;2.1048;0.2717;0.0711;0.0516;0.0705;0.3684;1186;21.7236;0.3130;0.2657;0.4213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;Purple highlighters, row arrangement;;5;;;;Nonfood;0.2267;4.2141;68.6759;0.0546;0.3410;0.9851;0.4367;0.0011;0.2730;0.0751;2.221;1.9663;0.2433;0.0505;0.0339;0.0564;0.3294;1314;25.1543;0.2989;0.2443;0.4567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;Shoarma roll;Asian;2;Transformed;Savory;;Food;0.1503;4.4139;65.6553;0.0337;0.3741;0.9858;0.4368;0.0010;0.2796;0.0832;2.537;1.8565;0.2217;0.0394;0.0362;0.0546;0.2430;1347;36.1498;0.5220;0.3527;0.1254;48.24;26.36;38.66;23.34;52.46;26.96;51.78;26.74;44.16;25.96;39.03;24.3;47.15;27.25;45.16;25.94;28.67;18.32;27.38;15.27;21.97;18.57;38;17.06;40.64;30.18;31.52;28.24;41.95;31.45;47.31;29.14
216;Calculator;;1;;;;Nonfood;0.2301;4.4501;68.7794;0.0588;0.3426;0.9849;0.3829;0.0011;0.2724;0.0882;2.453;2.0025;0.2833;0.0511;0.0387;0.0781;0.2623;1093;6.9189;0.3279;0.3184;0.3538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;Fish art;;1;;;;Nonfood;0.1210;4.3871;66.5774;0.0316;0.4102;0.9891;0.4556;0.0010;0.2654;0.0781;2.216;2.1865;0.2433;0.0360;0.0381;0.0789;0.2607;2793;38.7524;0.4364;0.4229;0.1407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;Chinese doll;;1;;;;Nonfood;0.0375;4.1219;64.5583;0.0206;0.4157;0.9927;0.4491;0.0011;0.2366;0.0688;2.172;1.7816;0.2417;0.0392;0.0166;0.0532;0.1564;2023;18.4431;0.4785;0.3362;0.1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;Handcuffs;;1;;;;Nonfood;0.1043;4.2156;68.0611;0.0381;0.3931;0.9878;0.4175;0.0011;0.2580;0.0825;2.289;1.9726;0.1617;0.0406;0.0241;0.0755;0.2072;738;6.2287;0.3571;0.3325;0.3103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;Fake gun;;1;;;;Nonfood;0.0911;4.5100;69.3310;0.0470;0.3848;0.9841;0.4003;0.0010;0.2772;0.0914;2.171;2.1186;0.1533;0.0490;0.0203;0.0919;0.2298;748;7.3039;0.3527;0.3319;0.3154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;Colored tapes;;1;;;;Nonfood;0.1010;4.2684;64.1665;0.0181;0.4251;0.9929;0.4570;0.0010;0.2422;0.0673;2.312;1.8316;0.2350;0.0427;0.0147;0.0696;0.1689;2819;20.6461;0.3811;0.3473;0.2716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;Geo triangle;;1;;;;Nonfood;0.1082;4.1883;65.3313;0.0236;0.4381;0.9923;0.3498;0.0011;0.2428;0.0815;2.508;1.9469;0.1450;0.0457;0.0036;0.0384;0.1504;328;5.9771;0.3326;0.3312;0.3361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;Black tape;;1;;;;Nonfood;0.1575;4.5349;67.2797;0.0480;0.3639;0.9809;0.3936;0.0011;0.2810;0.0943;2.389;2.0234;0.2250;0.0530;0.0239;0.0629;0.2502;940;7.7515;0.3473;0.3347;0.3180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;Adhesive tape;;1;;;;Nonfood;0.2425;4.6779;64.4362;0.0214;0.3887;0.9921;0.4005;0.0012;0.2473;0.0763;2.465;1.9180;0.2050;0.0361;0.0248;0.0656;0.1551;1120;18.6036;0.3717;0.3562;0.2721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;Colored pens, random arrangement;;6;;;;Nonfood;0.1574;4.7076;69.7963;0.0570;0.3653;0.9832;0.4205;0.0011;0.2933;0.0719;2.491;2.6122;0.2667;0.0740;0.0483;0.1094;0.3152;6018;33.2223;0.3780;0.3086;0.3134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;Colored pens, row arrangement;;6;;;;Nonfood;0.1154;4.5111;66.3476;0.0625;0.3876;0.9836;0.4198;0.0011;0.2797;0.0799;2.326;2.0797;0.2783;0.0503;0.0223;0.0729;0.3331;4109;28.7414;0.3632;0.3140;0.3228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;Crostini;Western;1;Transformed;Savory;Molded;Food;0.1644;4.3957;67.3279;0.0397;0.3876;0.9837;0.4408;0.0010;0.2879;0.0820;2.545;1.9968;0.1650;0.0466;0.0429;0.0879;0.2754;1559;23.6403;0.4353;0.3461;0.2186;14.82;20.48;14.7;21.57;19.22;22.68;10.12;15.97;23.76;28.59;17.13;25.02;30.78;31.12;22.12;27.89;19.4;22.49;19.23;22.4;22.47;23.66;16.21;21.47;11.84;19.93;11.6;21.03;16.81;24.52;6.64;10.11
228;Screwdriver;;1;;;;Nonfood;0.0476;4.1854;64.3902;0.0198;0.4238;0.9928;0.4016;0.0011;0.2413;0.0675;2.200;1.8889;0.1733;0.0383;0.0103;0.0709;0.1532;1789;24.0389;0.6221;0.2107;0.1672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;Permanent markers, random arrangement;;4;;;;Nonfood;0.0997;4.6328;70.7981;0.0926;0.3795;0.9777;0.3947;0.0010;0.3031;0.0874;2.187;2.4062;0.2383;0.0782;0.0327;0.0970;0.4270;2879;24.6241;0.3765;0.3059;0.3175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;Permanent markers, row arrangement;;4;;;;Nonfood;0.0879;4.4629;70.3342;0.0940;0.3852;0.9810;0.4163;0.0010;0.2826;0.0780;2.159;2.2168;0.2167;0.0704;0.0296;0.0874;0.3963;3029;19.7522;0.3530;0.3119;0.3351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Cube, pyramid, sphere, random arrangement;;6;;;;Nonfood;0.0934;4.4199;64.5278;0.0247;0.3779;0.9904;0.4374;0.0011;0.2511;0.0752;2.329;1.9095;0.2433;0.0425;0.0318;0.0827;0.2197;3828;51.2430;0.4623;0.3120;0.2256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;Cube, pyramid, sphere, vertical arrangement;;6;;;;Nonfood;0.1823;4.1364;64.4265;0.0269;0.3733;0.9899;0.3909;0.0011;0.2454;0.0664;2.299;1.8517;0.2517;0.0445;0.0252;0.0660;0.2160;2852;43.5792;0.3933;0.2720;0.3347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;Cube, pyramid, sphere, horizontal arrangement;;6;;;;Nonfood;0.1694;4.2508;64.5806;0.0243;0.3761;0.9911;0.4168;0.0011;0.2447;0.0699;2.235;1.8742;0.2233;0.0383;0.0255;0.0566;0.2035;3308;50.5906;0.4435;0.2982;0.2583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Buses and trucks, random arrangement;;3;;;;Nonfood;0.1404;4.5515;69.3226;0.0576;0.3743;0.9830;0.3681;0.0011;0.2806;0.0800;2.298;2.1628;0.2467;0.0596;0.0412;0.0780;0.3065;3399;33.5005;0.3975;0.3697;0.2328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Buses and trucks, row arrangement;;3;;;;Nonfood;0.1022;4.3622;66.0362;0.0364;0.3981;0.9888;0.3455;0.0011;0.2529;0.0762;2.209;1.9601;0.2083;0.0462;0.0245;0.0553;0.2102;2190;33.1880;0.4146;0.3691;0.2163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;Lego blocks, random arrangement;;6;;;;Nonfood;0.1628;4.4259;66.1293;0.0356;0.3589;0.9872;0.4157;0.0010;0.2724;0.0621;2.438;2.0997;0.2667;0.0461;0.0385;0.0644;0.3042;4199;51.7097;0.3950;0.3819;0.2232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Lego blocks, stacked;;6;;;;Nonfood;0.1450;4.3805;64.9996;0.0261;0.3778;0.9903;0.4585;0.0010;0.2575;0.0722;2.313;1.9897;0.2583;0.0399;0.0290;0.0571;0.2508;3716;41.2791;0.3871;0.4473;0.1656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Nespresso coffee cups;Universal;9;Transformed;;;Food;0.1568;4.5723;67.7076;0.0489;0.3709;0.9837;0.4033;0.0010;0.2801;0.0882;2.152;2.0453;0.2233;0.0417;0.0269;0.0921;0.2533;865;11.5620;0.3776;0.3219;0.3006;33.13;21.85;36.93;24.39;31.25;23.04;31.85;18.11;29.41;24.15;34.83;28.98;24.53;23.5;29.97;19.39;27.87;21.7;31.69;22.21;24.11;24.64;28.61;17.39;26.62;28.43;32.79;32.38;23.97;31.6;24.09;19.77
239;Teabags;Universal;6;Transformed;;;Food;0.1798;4.4248;67.7257;0.0407;0.3904;0.9830;0.3852;0.0010;0.2905;0.0919;2.563;1.9834;0.1283;0.0490;0.0190;0.0879;0.2300;567;8.2308;0.3555;0.3358;0.3087;40.19;27.83;35.94;27.47;52.67;27.81;31.97;24.39;30.06;25.99;26.42;25.5;34.09;29.39;29.67;22.88;56.7;27.32;51.88;27.61;64.18;25.9;54.03;27.64;36.22;31.98;30;31.71;50.15;32.67;28.52;27.54
