image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;CRjpeg;CRgif;FC;SE;NPO;MIGh;MIGs;MIGv;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
44;Pineapple slices;Universal;8;Natural;Sweet;Raw;Food;103.23.00;158.17.00;185.27.00;7.12;59.45.00;163.24.00;87.21.00;0.10;56.24.00;19.28;3.39;39.22.00;41.40.00;4.09;14.22;14.07;69.41.00;1435;215.40.00;71.11.00;64.48.00;30.41.00;65.39.00;25.16.00;60.55.00;30.11.00;73.06.00;21.27;61.32.00;21.12;56.19.00;28.32.00;51.18.00;33.38.00;60.54.00;27.23.00;57.42.00;21.56;73.04.00;21.33;73.37.00;24.48.00;76.03.00;20.2;68.34.00;16.31;59.04.00;30.59.00;53.11.00;35.31.00;61.54.00;31.28.00;63.05.00;23.04
45;Pineapple parts;Universal;Complex;Natural;Sweet;Raw;Food;97.03.00;132.05.00;177.03.00;6.11;67.55.00;163.56.00;83.20.00;0.10;54.02.00;18.24;16.37;37.16.00;51.23.00;4.12;12.23;13.34;64.51.00;1444;166.50.00;74.20.00;66.12.00;26.08.00;67.26.00;23.31;69.17.00;24.21.00;73.58.00;21.06;58.43.00;22.09;57.56.00;26.12.00;57.11.00;27.16.00;58.26.00;28.3;57.26.00;23.13;78.29.00;17.13;80.53.00;16.27;81.13.00;17.23;73.31.00;16.25;62.36.00;28.09.00;60.26.00;30.25.00;64.18.00;30.32.00;63.34.00;24.58.00
46;Pink cookies;Western;4;Transformed;Sweet;;Food;65.14.00;147.43.00;122.34.00;7.21;63.50.00;163.22.00;77.41.00;0.10;53.52.00;16.41;16.39;8.43;33.20.00;7.02;10.51;17.17;63.33.00;1727;129.04.00;76.49.00;48.19.00;41.31.00;49.34.00;26.58.00;52.06.00;26.06.00;57.25.00;25.5;37.03.00;25.2;45.07.00;26.08.00;44;25.52.00;49.44.00;26.33.00;40.43.00;25.2;21.18;18.43;20.35;19.37;24.09.00;20.07;20.07;16.03;35.39.00;27.52.00;37.39.00;29.13.00;41.21.00;28.32.00;26.13.00;23.15
47;Pink cookies, overlay;Western;4;Transformed;Sweet;;Food;55.09.00;130.13.00;142.05.00;7.10;61.49.00;163.27.00;71.50.00;0.10;52.59.00;16.25;15.24;161.43.00;33.03.00;6.03;10.01;13.02;59.16.00;2010;169.01.00;77.48.00;48.01.00;40.51.00;56.37.00;25.25.00;65;25.39.00;59.57.00;18.33;41.23.00;24.32.00;53.29.00;24.25.00;55.49.00;26.22.00;54.1;24.37.00;50.17.00;21.47;21.27;15.46;19.26;15.06;21.17;13.08;25.13.00;18.25;43.11.00;29.49.00;52.22.00;31.13.00;40.27.00;26.22.00;34.23.00;28.52.00
48;Pistache nuts;Universal;Complex;Natural;Savory;;Food;62.44.00;149.17.00;179.19.00;17.08;58.17.00;160.45.00;73.46.00;0.10;61.25.00;19.19;16.50;107.36.00;39.43.00;11.59;15.27;20.14;100.23.00;2129;108.53.00;72.34.00;57.59.00;36.06.00;57.54.00;26.18.00;63.22.00;25.21.00;60.23.00;26.03.00;50.34.00;26.22.00;47.09.00;28.26.00;48.19.00;28.45.00;49.07.00;30.21.00;43.34.00;25.25.00;67.36.00;21.01;62.16.00;24.18.00;70.05.00;17.53;69.58.00;20.12;52.33.00;32.01.00;57.37.00;32.19.00;55.12.00;33.43.00;45.18.00;30.03.00
49;Sandwiches;Western;2;Transformed;Savory;;Food;53.46.00;144.32.00;86.21.00;15.56;58.51.00;160.44.00;68.56.00;0.10;60.45.00;18.13;16.37;69.03.00;28.20.00;12.27;14.09;24.53.00;90.34.00;2198;82.13.00;70.10.00;56.29.00;40.01.00;48.06.00;28.29.00;50.05.00;30.27.00;55;28.4;39.16.00;25.27.00;45.11.00;30.12.00;39.48.00;30.36.00;51.16.00;30.22.00;44.56.00;29.16.00;38.59.00;21.36;37.9;17.9;41.15.00;23.21;36.53.00;23.13;45.12.00;33.2;44.19.00;36.16.00;49.22.00;36.23.00;41.28.00;27.32.00
50;Sandwiches, overlay;Western;2;Transformed;Savory;;Food;42.31.00;119.47.00;229.27.00;10.52;60.41.00;162.16.00;65.12.00;0.10;55.26.00;16.32;13.42;33.12.00;33.20.00;11.13;11.02;21.56;69.56.00;2429;108.21.00;71.26.00;55.33.00;39.41.00;48.33.00;26.58.00;49.37.00;27.48.00;56.37.00;26.22.00;39.09.00;24.11.00;43.7;26.37.00;41.44.00;27.11.00;47.14.00;29.59.00;42.52.00;22.54;36.23.00;20.32;33.17.00;17.46;40.17.00;21.04;36.22.00;22.02;41.52.00;31.6;40.53.00;31.46.00;51.23.00;35.28.00;33.13.00;25.15.00
51;Sausage roll;Western;2;Transformed;Savory;;Food;57.30.00;128.04.00;87.46.00;6.35;56.12.00;163.45.00;74.01.00;0.10;53.01.00;16.55;16.44;3.15;31.07.00;7.56;10.01;12.17;55.40.00;1349;162.44.00;86.49.00;62.07.00;17.44;54.24.00;26.05.00;58.09.00;28.39.00;57.06.00;25.48.00;48.04.00;24.25.00;46.51.00;28.15.00;49.22.00;29.06.00;49.52.00;30.28.00;40.55.00;23.13;27.52.00;21.19;24.03.00;21.21;26.24.00;20.09;33.01.00;23.06;49.31.00;32.23.00;55.32.00;34.31.00;47;33.18.00;45.52.00;29.41.00
52;Sausage roll, overlay;Western;2;Transformed;Savory;;Food;45.58.00;114.29.00;155.02.00;5.30;59.43.00;164.16.00;73.41.00;0.10;49.33.00;16.13;14.31;159.57.00;37.13.00;8.06;8.05;10.26;47.15.00;1391;102.46.00;85.21.00;61.34.00;19.45;54.32.00;21.23;58.29.00;24.34.00;48.08.00;20;56.37.00;18.03;45.36.00;25.21.00;48.35.00;30.39.00;39.29.00;24.32.00;49.14.00;18.12;24.53.00;15;20.02;12.26;24.08.00;16.12;31.24.00;15.04;47.13.00;29.13.00;52.08.00;33.07.00;42.34.00;28.33.00;48.24.00;26.09.00
53;Tomato + parts;Universal;2;Natural;Savory;Raw;Food;40.03.00;82.43.00;174.20.00;5.25;57.30.00;164.25.00;75.38.00;0.10;46.49.00;13.25;10.13;152.11.00;39.43.00;4.47;6.09;15.28;39.58.00;2373;188.19.00;112.03.00;35.30.00;19.07;69.18.00;24.14.00;66.03.00;29.49.00;73.21.00;22.22;66.47.00;19.48;59.02.00;27.06.00;53.2;32.09.00;63.53.00;25.22.00;59.13.00;22.12;87.48.00;12.39;93.23.00;7.28;84.58.00;15.39;85.53.00;11.24;57.15.00;31.26.00;53.9;35.15.00;60.24.00;32.17.00;56.15.00;28.06.00
54;Tomatoes;Universal;4;Natural;Savory;Raw;Food;36.34.00;71.36.00;175.36.00;4.25;57.47.00;164.51.00;73.40.00;0.11;44.07.00;13.00;9.11;138.50.00;46.23.00;5.15;5.13;10.43;37.31.00;1926;75.24.00;114.58.00;34.03.00;17.38;67.35.00;21.4;69.25.00;21.06;70.26.00;22;63.26.00;21.16;57.28.00;26.14.00;57.41.00;24.49.00;58.09.00;28.38.00;55.12.00;26.01.00;84.26.00;14.37;90.02.00;10.06;80.06.00;17.6;82.44.00;13.17;50.27.00;30.27.00;48.41.00;28.49.00;46.09.00;33.15.00;56.44.00;27.45.00
55;Tomatoes + cucumber parts;Universal;Complex;Natural;Savory;Raw;Food;58.50.00;165.51.00;211.41.00;10.28;53.35.00;162.27.00;80.52.00;0.10;56.58.00;17.41;14.55;49.53.00;60.50.00;7.05;13.44;18.19;80.53.00;3747;199.56.00;81.34.00;56.16.00;28.50.00;63.44.00;23.18;68.19.00;25.18.00;67.38.00;21.32;55.46.00;23.31;51.28.00;26.19.00;51.58.00;29.2;53.29.00;28.04.00;48.23.00;21.5;82.42.00;18.16;90.08.00;9.33;84.24.00;15.09;75.34.00;23.38;55.22.00;30.23.00;54.19.00;31.15.00;55.27.00;31.7;56.31.00;27.45.00
56;Waffles;Western;2;Transformed;Sweet;;Food;57.32.00;128.14.00;110.18.00;9.57;50.48.00;162.15.00;78.54.00;0.10;57.26.00;16.57;16.46;17.58;51.57.00;7.29;11.34;16.31;74.16.00;1685;186.55.00;94.53.00;54.16.00;17.31;69.53.00;21.11;68.1;22.46;72.16.00;17.56;69.02.00;22.32;60.34.00;24.33.00;57.17.00;25.46.00;61.04.00;26.34.00;62.06.00;21.58;28.01.00;18.47;20.27;18.14;28.03.00;18.48;34.03.00;17.37;59.58.00;26.54.00;50.17.00;31.01.00;63.21.00;24.31.00;65.11.00;23.3
57;Walnuts;Universal;Complex;Natural;Savory;;Food;46.58.00;124.13.00;100.43.00;13.56;55.30.00;161.10.00;71.11.00;0.10;58.11.00;18.12;16.41;76.18.00;47.30.00;10.37;15.05;20.32;92.18.00;1617;145.25.00;80.08.00;58.49.00;27.43.00;53.21.00;23;56.5;27.11.00;51.9;22.15;51.25.00;21.44;43.17.00;23.38;49.26.00;25.46.00;37.1;21.35;44.44.00;22.18;68.16.00;23.06;73.11.00;20.01;71.25.00;21.48;61.24.00;25.21.00;48.56.00;27.18.00;47.07.00;26.07.00;48.5;28.57.00;50.25.00;26.31.00
58;White grapes;Universal;1;Natural;Sweet;Raw;Food;66.38.00;138.08.00;127.10.00;6.41;48.28.00;163.46.00;81.43.00;0.10;51.37.00;15.58;13.40;162.42.00;58.37.00;4.27;12.11;12.17;56.17.00;1496;71.21.00;75.02.00;70.37.00;21.01;66.33.00;22.11;58.37.00;28.26.00;74.26.00;17.44;67.43.00;15.27;55.06.00;27.21.00;48;29;61.24.00;27.18.00;57.8;23.05;77.04.00;20.05;78.56.00;20.27;80.16.00;20.3;72.57.00;19.8;62.01.00;29.09.00;52.09.00;34.35.00;72.42.00;25.06.00;63.09.00;22.13
59;White grapes, washed;Universal;1;Natural;Sweet;Raw;Food;64.37.00;142.04.00;128.26.00;6.35;48.54.00;163.47.00;77.32.00;0.10;51.32.00;16.50;14.08;162.46.00;56.40.00;4.50;12.03;11.57;55.07.00;1482;94.08.00;75.19.00;70.57.00;20.24;63.5;24.56.00;64.47.00;24.48.00;73.26.00;22.16;53.29.00;24.19.00;55.01.00;27.07.00;56.07.00;31.1;57.35.00;27.58.00;51.17.00;22.18;77.16.00;19.46;83.34.00;15.18;83.51.00;15.11;64.04.00;21.23;60.09.00;29.5;59.36.00;34.51.00;66.32.00;29.09.00;54.42.00;23.42
60;Pancake with bacon;Western;1;Transformed;Savory;;Food;70.11.00;125.42.00;75.26.00;12.15;54.02.00;161.15.00;76.07.00;0.10;61.02.00;18.35;18.05;43.28.00;36.07.00;8.57;16.04;21.38;83.48.00;1776;83.02.00;81.11.00;59.48.00;25.41.00;45.9;23.01;53.14.00;19.51;48.29.00;24.16.00;36.23.00;22.04;41.38.00;23.23;46.06.00;22.8;41.04.00;25.04.00;36.39.00;20.51;32.36.00;20.29;30.37.00;21.35;33.09.00;21.37;32.35.00;18;40.33.00;28.02.00;46.32.00;28.21.00;39.05.00;30.23.00;36.16.00;25.27.00
61;Picanto (spicy mincemeat snack);Western;2;Transformed;Savory;;Food;31.32.00;69.54.00;212.55.00;8.11;60.39.00;163.44.00;76.33.00;0.10;49.02.00;15.29;11.37;149.00.00;35.17.00;5.30;9.03;16.21;48.19.00;809;53.48.00;98.44.00;44.10.00;23.46;36.19.00;27.55.00;34.05.00;28.23.00;40.31.00;29.33.00;35.09.00;25.17.00;34.08.00;27.58.00;29.27.00;28.32.00;37.14.00;30.01.00;35.34.00;24.5;26.14.00;20.02;21.22;18.53;29.03.00;22.06;29.03.00;18.36;36.18.00;30.58.00;30.32.00;33.25.00;44.29.00;31.05.00;33.33.00;26.39.00
62;Picanto, overlay;Western;2;Transformed;Savory;;Food;31.06.00;52.04.00;199.25.00;8.09;59.38.00;163.27.00;73.46.00;0.10;49.30.00;14.11;10.48;147.02.00;24.10.00;4.56;10.08;11.17;49.35.00;942;82.55.00;95.25.00;45.37.00;25.38.00;27.19.00;22.37;23.48;20.22;31.25.00;24.37.00;27.46.00;22.2;24.6;21.4;19.15;17.11;27.31.00;24.32.00;31.22.00;23.02;24.31.00;18.28;21.37;16.29;23.52;19.33;28.54.00;19.39;21.53;23.28;18.33;21.28;29.3;27.27.00;18.04;20.25
63;Mushrooms;Universal;Complex;Natural;Savory;Raw;Food;66.44.00;150.53.00;118.29.00;9.15;60.59.00;162.53.00;84.00.00;0.10;56.13.00;17.34;14.31;64.13.00;47.30.00;12.24;9.25;17.41;62.19.00;1207;183.24.00;62.41.00;56.32.00;47.27.00;44.07.00;27.31.00;41.04.00;26.4;50.53.00;28.14.00;38.29.00;26.59.00;36.49.00;25.17.00;30.27.00;24.24.00;40.13.00;25.8;37.55.00;24.38.00;69.13.00;22.53;66.17.00;27.38.00;75.43.00;17.21;64.24.00;23.28;36.45.00;28.48.00;32.5;27.02.00;39;30.46.00;36.48.00;27.54.00
64;Mushrooms, washed;Universal;Complex;Natural;Savory;Raw;Food;61.24.00;154.43.00;209.15.00;7.27;58.52.00;163.37.00;76.30.00;0.10;52.05.00;16.11;13.01;40.48.00;53.53.00;11.57;7.51;14.36;53.11.00;1273;179.49.00;62.30.00;56.41.00;47.29.00;48.26.00;26.07.00;45.06.00;27;54.06.00;28.33.00;46.11.00;20.04;37.08.00;27.24.00;31.54.00;26.35.00;42.21.00;32.22.00;39.01.00;21.11;74.23.00;19.32;77.4;18.17;75.25.00;18.9;68.15.00;19.06;39.46.00;28.06.00;35.6;29.03.00;40.47.00;32.05.00;43.14.00;21.15
65;Mushrooms + parts;Universal;Complex;Natural;Savory;Raw;Food;84.54.00;163.47.00;107.35.00;12.29;59.59.00;161.51.00;68.30.00;0.10;61.06.00;20.27;16.41;106.18.00;55.50.00;13.13;12.57;20.14;81.21.00;1279;51.37.00;62.30.00;56.17.00;47.53.00;47.35.00;25.04.00;45.19.00;28.19.00;49.12.00;25.11.00;47.03.00;22.23;38.22.00;23.9;33.24.00;23.57;38.25.00;26.24.00;41.57.00;22.11;73.55.00;24.41.00;81.33.00;16.52;76.32.00;26.51.00;65.14.00;26.07.00;38.11.00;30.11.00;38.16.00;31.43.00;38.35.00;33.34.00;38.17.00;25.53.00
66;Bananas;Universal;2;Natural;Sweet;Raw;Food;60.52.00;133.16.00;117.41.00;4.37;62.56.00;164.43.00;69.19.00;0.11;46.15.00;14.24;12.35;153.57.00;45.17.00;5.17;7.23;10.47;39.07.00;1681;156.24.00;80.14.00;68.12.00;18.14;71.06.00;22.38;67.55.00;25.14.00;76.25.00;20.08;69.47.00;20.03;57.32.00;28.36.00;51.42.00;26.7;59.04.00;32.27.00;62.53.00;24.09.00;86.44.00;12.12;91.37.00;6.07;87.25.00;12.11;80.09.00;15.03;67.38.00;30.33.00;62.21.00;32.7;71.07.00;32.16.00;68.41.00;25.4
67;Banana + parts;Universal;Complex;Natural;Sweet;Raw;Food;80.26.00;148.43.00;79.54.00;6.46;63.04.00;163.56.00;79.49.00;0.10;53.07.00;17.01;14.16;54.24.00;48.37.00;8.18;10.49;14.35;60.21.00;1891;157.25.00;69.24.00;61.53.00;35.23.00;69.22.00;25.27.00;69.47.00;27.04.00;80.53.00;19.07;58.37.00;25.05.00;56.52.00;27.48.00;50.22.00;29.17.00;70.11.00;27.52.00;51;21.51;84.22.00;15.29;87.14.00;8.12;88.56.00;14.11;77.29.00;19.12;63.32.00;28.7;57.47.00;31.11.00;77.12.00;25.13.00;55.03.00;24.56.00
68;Banana peeled + parts;Universal;Complex;Natural;Sweet;Raw;Food;94.51.00;151.40.00;72.01.00;7.20;66.11.00;163.31.00;75.19.00;0.09;56.10.00;18.58;16.55;57.30.00;46.40.00;8.28;12.00;17.14;65.34.00;1553;178.40.00;66.06.00;60.03.00;40.30.00;70.14.00;25.47.00;76.44.00;23.13;71.09.00;26.31.00;60.9;26.05.00;59.39.00;28.58.00;63.28.00;31.31.00;59.49.00;28.15.00;54.33.00;26.36.00;83.39.00;15.26;87.08.00;13.9;85.15.00;12.7;77.37.00;18.26;62.41.00;31.33.00;70.18.00;32.52.00;60.32.00;31.5;57.23.00;27.4
69;Melon;Universal;2;Natural;Sweet;Raw;Food;62.52.00;144.37.00;127.58.00;6.42;60.52.00;163.45.00;78.02.00;0.10;52.28.00;15.52;12.46;11.56;49.10.00;7.50;11.02;14.47;62.09.00;2352;131.13.00;71.39.00;65.03.00;29.58.00;62.09.00;23.19;64.25.00;22.54;57;23.03;63.58.00;23.21;51.02.00;26.45.00;47.8;26.09.00;51.22.00;26.2;53.58.00;27.46.00;76.34.00;19.36;86.33.00;12.29;78.27.00;18.21;64.32.00;19.59;54.12.00;30.24.00;58.15.00;31.18.00;46.55.00;30.54.00;56.23.00;28.55.00
70;Melon + parts;Universal;Complex;Natural;Sweet;Raw;Food;87.27.00;143.53.00;158.32.00;7.18;67.52.00;163.38.00;86.37.00;0.10;53.52.00;17.10;15.36;44.21.00;52.47.00;5.29;12.00;15.37;62.37.00;2520;184.15.00;67.57.00;65.03.00;33.40.00;68.2;23.08;71.43.00;22.02;66.11.00;21.51;67.22.00;25.09.00;58.35.00;28.33.00;58.37.00;29.4;53.19.00;29.35.00;64.04.00;25.9;79.07.00;17.38;84.31.00;14.27;82.59.00;16.11;69.53.00;18.49;63.38.00;29.6;64.43.00;32.04.00;58.02.00;29.6;67.08.00;27.02.00
71;Pears;Universal;3;Natural;Sweet;Raw;Food;66.20.00;161.45.00;115.31.00;10.12;50.37.00;162.09.00;78.36.00;0.10;59.31.00;17.34;17.28;9.06;49.10.00;5.27;14.34;21.00;72.38.00;1803;149.24.00;76.33.00;68.52.00;21.16;58.28.00;25.3;62.08.00;21.55;68.16.00;25.23.00;44.14.00;23.38;47.49.00;25.21.00;43.53.00;26.02.00;54.11.00;26.06.00;44.34.00;23.08;76.38.00;19.27;83.15.00;14.58;84.24.00;13.14;62.31.00;20.12;54.2;28.13.00;54;27.17.00;61.35.00;29.16.00;47.26.00;26.07.00
72;Pears;Universal;2;Natural;Sweet;Raw;Food;54.33.00;144.03.00;202.07.00;9.46;53.00.00;162.21.00;67.58.00;0.10;56.58.00;17.05;16.07;9.17;41.57.00;4.30;13.15;22.32;68.20.00;1806;110.35.00;73.57.00;71.11.00;21.32;56.6;25.13.00;65.15.00;20.05;63;24.6;43.5;24.11.00;45.1;25.8;53.31.00;29.12.00;45.19.00;28.25.00;38.44.00;19.37;77.03.00;21.34;90.41.00;7.55;79.3;22.03;62.34.00;20.5;51.15.00;28.25.00;55.22.00;29.37.00;55.19.00;29.31.00;44.19.00;26.38.00
73;Pearparts;Universal;6;Natural;Sweet;Raw;Food;78.06.00;156.43.00;219.05.00;7.30;59.47.00;163.34.00;74.42.00;0.11;53.26.00;18.02;14.44;47.55.00;40.00.00;8.26;8.52;13.21;59.56.00;1529;107.22.00;61.53.00;58.55.00;45.51.00;56.54.00;26.12.00;68.44.00;23.17;62.26.00;19.42;36.37.00;24.05.00;48.26.00;27.57.00;56;28.44.00;51.35.00;25.21.00;34.22.00;24.38.00;76.22.00;19.34;85.36.00;13.1;78.35.00;15.16;63.21.00;22.44;49.12.00;31.2;60.25.00;28.39.00;58.18.00;30.25.00;26.44.00;24.14.00
74;Mixed potatoes;Universal;Complex;Natural;Savory;Raw;Food;98.26.00;53.29.00;92.05.00;11.20;48.09.00;161.32.00;90.25.00;0.10;64.17.00;19.49;18.18;14.55;56.40.00;6.48;17.19;20.52;78.34.00;1735;171.28.00;75.39.00;55.30.00;35.31.00;50.1;24.19.00;53.07.00;24.9;55.25.00;24.5;41.9;21.7;44.24.00;25.59.00;48.07.00;27.33.00;45.37.00;27.04.00;40.37.00;23.12;60.34.00;21.02;67.59.00;20.05;56.44.00;21.57;59.34.00;20.16;37.04.00;28.17.00;36.56.00;29.03.00;38;29.35.00;35;26.13.00
75;Potatoes;Universal;13;Natural;Savory;Raw;Food;72.45.00;146.41.00;91.07.00;6.16;59.56.00;163.57.00;79.02.00;0.10;52.15.00;16.42;16.45;3.13;51.40.00;7.37;9.41;12.49;51.48.00;1175;172.22.00;77.17.00;61.42.00;27.41.00;58.41.00;24.21.00;61.26.00;23.16;61.21.00;24.21.00;52.42.00;24.57.00;43.27.00;28.29.00;42.18.00;31.29.00;48.34.00;29.49.00;39.09.00;21.04;63.38.00;18.41;67.49.00;15.41;56.42.00;22.06;65.48.00;15.32;48.02.00;29.49.00;48.05.00;31.53.00;48.13.00;32.53.00;47;24.17.00
76;Boiled potatoes;Universal;16;Natural;Savory;Raw;Food;75.51.00;106.35.00;125.52.00;4.34;68.38.00;164.48.00;70.53.00;0.10;47.37.00;15.56;12.57;165.13.00;47.30.00;5.17;8.32;12.42;47.25.00;1387;230.45.00;76.57.00;67.22.00;22.21;50.03.00;23.35;59.06.00;23.39;46.16.00;24.31.00;43.31.00;20.26;40.39.00;23.32;46.18.00;26.03.00;35.42.00;20.37;39.03.00;20.51;53.35.00;24.02.00;61.53.00;21.37;50;26.15.00;47.09.00;22.14;39.22.00;28.54.00;49.08.00;32.34.00;33.09.00;27.3;34.24.00;22.47
77;Potatoes + boiled;Universal;20;Natural;Savory;Raw;Food;96.52.00;165.27.00;101.11.00;6.37;61.10.00;163.50.00;83.56.00;0.10;53.14.00;16.15;15.38;17.27;56.57.00;6.39;11.12;13.53;56.56.00;1657;79.26.00;77.40.00;64.30.00;24.30.00;59.34.00;22.5;60.26.00;20.24;63.35.00;24.21.00;52.41.00;22.11;45.19.00;26.29.00;48.37.00;27.05.00;45.6;29.04.00;42.25.00;22.13;63.06.00;20.11;65.17.00;17.07;62.38.00;22.27;62.08.00;21.22;46.51.00;28.46.00;47.46.00;30.21.00;49;30.15.00;43.02.00;25.33.00
78;Salad salmon;Universal;Complex;Transformed;Savory;Raw;Food;65.43.00;25.29.00;79.09.00;17.47;50.21.00;160.08.00;82.00.00;0.10;65.46.00;20.24;17.52;166.14.00;76.40.00;11.08;22.43;23.44;125.40.00;3858;79.00.00;66.24.00;59.24.00;40.52.00;58.08.00;25;55.22.00;25.16.00;64.32.00;23.34;53.13.00;26.05.00;49.47.00;25.49.00;44.33.00;26.39.00;55.19.00;26.28.00;48.07.00;23.32;67.45.00;20.39;65.45.00;19.38;66.41.00;20.25;71.33.00;20.53;47.8;30.06.00;40.03.00;32.04.00;54.57.00;29.55.00;48;28.13.00
79;Salad Japanese;Universal;Complex;Transformed;Savory;Raw;Food;55.57.00;8.28;105.55.00;23.49;48.33.00;159.23.00;72.21.00;0.09;66.21.00;18.37;15.57;158.28.00;76.23.00;11.39;27.30.00;26.06.00;144.32.00;4027;182.53.00;70.53.00;70.08.00;25.39.00;51.23.00;25.46.00;50.09.00;26.58.00;56.04.00;26.6;49.12.00;23.35;48.05.00;26.14.00;40.53.00;28.37.00;57.28.00;23.09;47.47.00;25.08.00;69.24.00;24.36.00;68.34.00;22.26;74.37.00;24.39.00;65.03.00;25.37.00;38.35.00;29.37.00;33.42.00;27.9;43.15.00;31.19.00;38.12.00;28.32.00
80;Green olives;Universal;Complex;Transformed;Savory;Raw;Food;41.48.00;103.33.00;185.30.00;8.31;54.52.00;163.13.00;69.35.00;0.10;51.28.00;16.08;11.45;7.00;47.30.00;6.48;11.19;16.41;60.42.00;1460;70.11.00;81.36.00;63.28.00;21.36;45.21.00;28.59.00;45.17.00;32.37.00;53.16.00;29.48.00;38.31.00;22.21;39.7;27.17.00;37.09.00;29.07.00;43.18.00;30.19.00;39.41.00;21.01;61.28.00;22.04;66.11.00;20.43;59.15.00;21.08;57.18.00;24.4;37.37.00;33.41.00;32.31.00;35.46.00;50.25.00;35.42.00;30.47.00;26.35.00
81;Black and green olives;Universal;Complex;Transformed;Savory;;Food;38.23.00;94.44.00;70.59.00;12.37;49.34.00;162.04.00;61.30.00;0.10;55.30.00;15.42;12.20;23.38;60.17.00;10.36;17.45;16.55;78.16.00;1921;116.52.00;75.52.00;61.52.00;28.56.00;45.03.00;28.08.00;47.51.00;28.9;49.23.00;28.25.00;36.06.00;26.18.00;40.33.00;30.27.00;40.18.00;31.06.00;42.25.00;30.24.00;38.09.00;29.29.00;60.21.00;23.03;60.49.00;22.17;63.18.00;19.02;55.31.00;28.45.00;31.26.00;33.05.00;32.43.00;37.37.00;36.25.00;33.05.00;24.06.00;26.31.00
82;Mixed olives and feta;Universal;Complex;Transformed;Savory;;Food;38.24.00;127.42.00;147.32.00;14.28;52.07.00;161.58.00;66.46.00;0.10;57.11.00;18.01;11.52;65.53.00;59.10.00;11.40;18.29;18.27;82.49.00;2115;158.48.00;70.36.00;60.01.00;36.03.00;51.39.00;29.22.00;63;27.37.00;54.26.00;28.31.00;38.35.00;26.19.00;48.06.00;30.18.00;57.37.00;30.02.00;45.56.00;30.39.00;42.38.00;29.45.00;60.32.00;22.26;64.02.00;19.04;62.05.00;20.29;54.09.00;25.22.00;42.7;34.46.00;45.33.00;37.22.00;49;33.53.00;33.22.00;32.28.00
83;Applepie;Western;1;Transformed;Sweet;;Food;50.40.00;144.49.00;106.16.00;9.40;57.06.00;162.32.00;70.07.00;0.10;56.29.00;17.27;14.44;31.28.00;46.23.00;8.29;12.36;20.10;73.02.00;2303;113.11.00;83.39.00;60.11.00;22.50;53.15.00;25.44.00;55.06.00;24.32.00;59.24.00;26.58.00;45.35.00;24.32.00;47.39.00;26.7;48.56.00;24.41.00;49.06.00;33.03.00;44.42.00;23.27;34.47.00;18.19;32.09.00;16.07;32.27.00;17.46;40.08.00;20.04;48.28.00;29.01.00;47.53.00;31.07.00;51.16.00;26.05.00;45.37.00;31.26.00
84;Applepie, parts;Western;3;Transformed;Sweet;;Food;52.40.00;128.22.00;199.07.00;8.32;57.20.00;162.57.00;70.24.00;0.10;54.48.00;16.41;15.21;19.20;49.10.00;8.06;12.04;18.33;68.22.00;2035;68.15.00;84.21.00;59.37.00;22.41;59.14.00;26.51.00;57.3;27.29.00;66.11.00;26.53.00;53.47.00;25.3;51.11.00;27.22.00;45.35.00;27.6;55.11.00;28.02.00;55.07.00;25.36.00;28.09.00;19.04;25.38.00;17.36;26.14.00;20.31;35.07.00;19.25;49.01.00;29.04.00;46.08.00;29.33.00;50.21.00;29.23.00;53.03.00;29.34.00
85;Tiramisu;Western;1;Transformed;Sweet;;Food;30.19.00;75.08.00;229.07.00;11.43;56.55.00;162.22.00;75.00.00;0.10;53.34.00;16.03;11.13;44.02.00;37.13.00;6.57;12.40;15.09;70.21.00;1591;93.25.00;81.06.00;52.47.00;32.48.00;50.22.00;28.03.00;64.37.00;25.39.00;47.07.00;21.48;37.15.00;29.09.00;47;29.33.00;57.34.00;27.36.00;43.34.00;29.11.00;38.03.00;28.05.00;20.11;16.33;13.47;9.35;24.26.00;18.11;24.59.00;18.37;45.02.00;30.43.00;53.35.00;30.22.00;39.09.00;30.11.00;41.34.00;31.06.00
